"Date","cust_known","StockCode","UnitPrice","UnitsSold"
2011-03-24,TRUE,"22385",1.95,1
2011-03-24,TRUE,"22386",1.95,14
2011-03-24,TRUE,"22411",1.95,41
2011-03-24,TRUE,"22663",1.95,12
2011-03-24,TRUE,"85099B",1.95,115
2011-03-24,TRUE,"85099C",1.95,37
2011-03-24,TRUE,"85099F",1.65,100
2011-03-24,TRUE,"85099F",1.95,68
2011-03-25,FALSE,"20712",4.13,1
2011-03-25,FALSE,"21931",4.13,1
2011-03-25,FALSE,"85099B",4.13,1
2011-03-25,FALSE,"85099F",4.13,1
2011-03-25,TRUE,"20712",1.65,100
2011-03-25,TRUE,"20712",1.95,10
2011-03-25,TRUE,"20713",1.95,44
2011-03-25,TRUE,"21033",1.95,20
2011-03-25,TRUE,"21033",2.95,1
2011-03-25,TRUE,"21928",1.95,31
2011-03-25,TRUE,"21929",1.95,20
2011-03-25,TRUE,"21930",1.65,100
2011-03-25,TRUE,"21930",1.95,10
2011-03-25,TRUE,"21931",1.95,10
2011-03-25,TRUE,"22385",1.65,200
2011-03-25,TRUE,"22385",1.95,1
2011-03-25,TRUE,"22386",1.95,71
2011-03-25,TRUE,"22411",1.95,1
2011-03-25,TRUE,"22663",1.95,3
2011-03-25,TRUE,"85099B",1.65,100
2011-03-25,TRUE,"85099B",1.95,120
2011-03-25,TRUE,"85099C",1.95,5
2011-03-25,TRUE,"85099F",1.65,100
2011-03-25,TRUE,"85099F",1.95,50
2011-03-27,TRUE,"20711",1.95,3
2011-03-27,TRUE,"20712",1.95,3
2011-03-27,TRUE,"20713",1.95,3
2011-03-27,TRUE,"21930",1.95,3
2011-03-28,FALSE,"20712",4.13,1
2011-03-28,FALSE,"20713",1.95,1
2011-03-28,FALSE,"21928",4.13,2
2011-03-28,FALSE,"21929",4.13,2
2011-03-28,FALSE,"22386",4.13,1
2011-03-28,FALSE,"85099B",4.13,1
2011-03-28,FALSE,"85099C",4.13,13
2011-03-28,TRUE,"20711",1.65,100
2011-03-28,TRUE,"20712",1.65,100
2011-03-28,TRUE,"20713",1.65,100
2011-03-28,TRUE,"20713",1.95,20
2011-03-28,TRUE,"21928",1.65,100
2011-03-28,TRUE,"21928",1.95,10
2011-03-28,TRUE,"21929",1.65,100
2011-03-28,TRUE,"21930",1.65,100
2011-03-28,TRUE,"21930",1.95,20
2011-03-28,TRUE,"21931",1.65,100
2011-03-28,TRUE,"21931",1.95,25
2011-03-28,TRUE,"22385",1.95,2
2011-03-28,TRUE,"22386",1.65,100
2011-03-28,TRUE,"22386",1.95,12
2011-03-28,TRUE,"22411",1.65,100
2011-03-28,TRUE,"22411",1.95,22
2011-03-28,TRUE,"22663",1.95,22
2011-03-28,TRUE,"85099B",1.65,100
2011-03-28,TRUE,"85099B",1.95,42
2011-03-28,TRUE,"85099C",1.65,100
2011-03-28,TRUE,"85099C",1.95,20
2011-03-28,TRUE,"85099F",1.65,100
2011-03-28,TRUE,"85099F",1.95,22
2011-03-29,FALSE,"20711",4.13,9
2011-03-29,FALSE,"20712",4.13,12
2011-03-29,FALSE,"20713",4.13,20
2011-03-29,FALSE,"21033",4.13,6
2011-03-29,FALSE,"21928",4.13,16
2011-03-29,FALSE,"21929",1.95,10
2011-03-29,FALSE,"21929",4.13,4
2011-03-29,FALSE,"21929",4.96,30
2011-03-29,FALSE,"21930",4.96,2
2011-03-29,FALSE,"21931",4.13,35
2011-03-29,FALSE,"22385",4.13,4
2011-03-29,FALSE,"22386",4.13,14
2011-03-29,FALSE,"22411",4.13,31
2011-03-29,FALSE,"85099B",1.95,10
2011-03-29,FALSE,"85099B",4.13,22
2011-03-29,FALSE,"85099C",4.13,5
2011-03-29,FALSE,"85099F",1.95,10
2011-03-29,FALSE,"85099F",4.13,4
2011-03-29,TRUE,"20711",1.65,20
2011-03-29,TRUE,"20711",1.95,40
2011-03-29,TRUE,"20712",1.65,180
2011-03-29,TRUE,"20712",1.95,10
2011-03-29,TRUE,"20713",1.95,14
2011-03-29,TRUE,"21033",1.65,60
2011-03-29,TRUE,"21928",1.65,60
2011-03-29,TRUE,"21928",1.95,36
2011-03-29,TRUE,"21929",1.65,80
2011-03-29,TRUE,"21929",1.95,26
2011-03-29,TRUE,"21930",1.65,160
2011-03-29,TRUE,"21930",1.95,10
2011-03-29,TRUE,"21931",1.65,100
2011-03-29,TRUE,"21931",1.95,30
2011-03-29,TRUE,"22385",1.65,160
2011-03-29,TRUE,"22385",1.95,10
2011-03-29,TRUE,"22386",1.65,280
2011-03-29,TRUE,"22386",1.95,11
2011-03-29,TRUE,"22411",1.65,80
2011-03-29,TRUE,"22411",1.95,12
2011-03-29,TRUE,"22663",1.65,60
2011-03-29,TRUE,"22663",1.95,10
2011-03-29,TRUE,"85099B",1.65,260
2011-03-29,TRUE,"85099B",1.95,60
2011-03-29,TRUE,"85099C",1.65,60
2011-03-29,TRUE,"85099C",1.95,30
2011-03-29,TRUE,"85099F",1.65,60
2011-03-29,TRUE,"85099F",1.95,33
2011-03-30,FALSE,"20712",4.13,2
2011-03-30,FALSE,"21928",2.08,1
2011-03-30,FALSE,"21928",4.13,6
2011-03-30,FALSE,"21929",2.08,14
2011-03-30,FALSE,"21931",4.13,2
2011-03-30,FALSE,"22385",4.13,1
2011-03-30,FALSE,"22411",2.08,1
2011-03-30,FALSE,"22411",4.13,8
2011-03-30,FALSE,"85099B",4.13,1
2011-03-30,FALSE,"85099C",4.13,1
2011-03-30,TRUE,"20711",1.65,100
2011-03-30,TRUE,"20712",1.95,10
2011-03-30,TRUE,"20712",2.08,2
2011-03-30,TRUE,"21928",1.65,100
2011-03-30,TRUE,"21928",1.95,20
2011-03-30,TRUE,"21928",2.08,8
2011-03-30,TRUE,"21929",1.95,30
2011-03-30,TRUE,"21929",2.08,2
2011-03-30,TRUE,"21930",2.08,2
2011-03-30,TRUE,"21931",1.95,10
2011-03-30,TRUE,"21931",2.08,9
2011-03-30,TRUE,"22385",1.95,10
2011-03-30,TRUE,"22385",2.08,3
2011-03-30,TRUE,"22386",1.95,10
2011-03-30,TRUE,"22386",2.08,2
2011-03-30,TRUE,"22411",1.95,10
2011-03-30,TRUE,"22411",2.08,2
2011-03-30,TRUE,"22663",1.95,10
2011-03-30,TRUE,"85099B",1.65,100
2011-03-30,TRUE,"85099B",1.95,30
2011-03-30,TRUE,"85099C",1.65,100
2011-03-30,TRUE,"85099C",2.08,2
2011-03-30,TRUE,"85099F",1.65,100
2011-03-30,TRUE,"85099F",2.08,10
2011-03-31,FALSE,"20711",4.13,9
2011-03-31,FALSE,"20712",4.13,16
2011-03-31,FALSE,"20713",4.13,3
2011-03-31,FALSE,"21033",4.13,12
2011-03-31,FALSE,"21928",4.13,3
2011-03-31,FALSE,"21929",4.96,14
2011-03-31,FALSE,"21930",4.96,6
2011-03-31,FALSE,"21931",4.13,14
2011-03-31,FALSE,"22385",4.13,5
2011-03-31,FALSE,"22386",4.13,2
2011-03-31,FALSE,"22411",4.13,11
2011-03-31,FALSE,"85099B",4.13,14
2011-03-31,FALSE,"85099C",4.13,6
2011-03-31,FALSE,"85099F",4.13,4
2011-03-31,TRUE,"20712",2.08,2
2011-03-31,TRUE,"21928",2.08,3
2011-03-31,TRUE,"21929",1.95,10
2011-03-31,TRUE,"21929",2.08,4
2011-03-31,TRUE,"21930",1.95,10
2011-03-31,TRUE,"21931",2.08,2
2011-03-31,TRUE,"22386",1.95,10
2011-03-31,TRUE,"22386",2.08,12
2011-03-31,TRUE,"22411",2.08,6
2011-03-31,TRUE,"85099B",1.95,10
2011-03-31,TRUE,"85099B",2.08,16
2011-03-31,TRUE,"85099C",1.95,10
2011-03-31,TRUE,"85099C",2.08,3
2011-03-31,TRUE,"85099F",1.95,10
2011-03-31,TRUE,"85099F",2.08,14
2011-04-01,FALSE,"20711",4.13,2
2011-04-01,FALSE,"20712",4.13,3
2011-04-01,FALSE,"21033",4.13,1
2011-04-01,FALSE,"21928",4.13,2
2011-04-01,FALSE,"21930",4.96,2
2011-04-01,FALSE,"21931",4.13,1
2011-04-01,FALSE,"22385",4.13,5
2011-04-01,FALSE,"22386",4.13,1
2011-04-01,FALSE,"22411",4.13,1
2011-04-01,TRUE,"20711",1.95,10
2011-04-01,TRUE,"20712",1.95,10
2011-04-01,TRUE,"21928",2.08,5
2011-04-01,TRUE,"21929",2.08,3
2011-04-01,TRUE,"21930",2.08,4
2011-04-01,TRUE,"21931",1.95,20
2011-04-01,TRUE,"21931",2.08,5
2011-04-01,TRUE,"22385",1.95,10
2011-04-01,TRUE,"22385",2.08,4
2011-04-01,TRUE,"22386",1.95,10
2011-04-01,TRUE,"22386",2.08,6
2011-04-01,TRUE,"22411",2.08,17
2011-04-01,TRUE,"85099B",1.95,10
2011-04-01,TRUE,"85099B",2.08,6
2011-04-01,TRUE,"85099C",2.08,4
2011-04-01,TRUE,"85099F",1.95,10
2011-04-03,TRUE,"21928",1.95,10
2011-04-03,TRUE,"21928",2.08,4
2011-04-03,TRUE,"21930",2.08,4
2011-04-03,TRUE,"21931",2.08,6
2011-04-03,TRUE,"22386",2.08,4
2011-04-03,TRUE,"22663",2.08,4
2011-04-03,TRUE,"85099B",2.08,10
2011-04-03,TRUE,"85099C",2.08,3
2011-04-04,FALSE,"21033",4.13,1
2011-04-04,FALSE,"21928",4.13,1
2011-04-04,FALSE,"21930",4.13,4
2011-04-04,FALSE,"21931",4.13,1
2011-04-04,FALSE,"22385",4.13,2
2011-04-04,FALSE,"85099B",2.46,31
2011-04-04,FALSE,"85099C",4.13,1
2011-04-04,FALSE,"85099F",4.13,2
2011-04-04,TRUE,"20711",2.08,17
2011-04-04,TRUE,"20712",2.08,20
2011-04-04,TRUE,"21033",2.08,12
2011-04-04,TRUE,"21928",2.08,13
2011-04-04,TRUE,"21929",2.08,33
2011-04-04,TRUE,"21930",2.08,5
2011-04-04,TRUE,"21931",1.95,10
2011-04-04,TRUE,"21931",2.08,84
2011-04-04,TRUE,"22385",2.08,55
2011-04-04,TRUE,"22386",2.08,30
2011-04-04,TRUE,"22411",1.95,10
2011-04-04,TRUE,"22411",2.08,7
2011-04-04,TRUE,"22663",2.08,10
2011-04-04,TRUE,"85099B",1.79,200
2011-04-04,TRUE,"85099B",1.95,10
2011-04-04,TRUE,"85099B",2.08,88
2011-04-04,TRUE,"85099C",2.08,25
2011-04-04,TRUE,"85099F",1.95,10
2011-04-04,TRUE,"85099F",2.08,64
2011-04-05,FALSE,"21929",4.13,3
2011-04-05,FALSE,"21930",4.13,1
2011-04-05,FALSE,"22411",4.13,1
2011-04-05,FALSE,"85099B",2.46,13
2011-04-05,TRUE,"20711",1.65,100
2011-04-05,TRUE,"20712",1.65,100
2011-04-05,TRUE,"21928",1.95,20
2011-04-05,TRUE,"21928",2.08,10
2011-04-05,TRUE,"21929",1.65,100
2011-04-05,TRUE,"21929",1.95,10
2011-04-05,TRUE,"21929",2.08,10
2011-04-05,TRUE,"22385",1.65,100
2011-04-05,TRUE,"22385",1.95,10
2011-04-05,TRUE,"22385",2.08,20
2011-04-05,TRUE,"22386",1.95,10
2011-04-05,TRUE,"22386",2.08,20
2011-04-05,TRUE,"85099B",1.79,100
2011-04-05,TRUE,"85099B",2.08,20
2011-04-05,TRUE,"85099F",1.65,100
2011-04-06,FALSE,"21033",4.13,1
2011-04-06,FALSE,"21929",4.96,18
2011-04-06,FALSE,"22386",4.13,1
2011-04-06,FALSE,"85099B",2.46,16
2011-04-06,TRUE,"21928",2.08,1
2011-04-06,TRUE,"21929",2.08,1
2011-04-06,TRUE,"22385",1.79,100
2011-04-06,TRUE,"22411",2.08,7
2011-04-06,TRUE,"22663",1.95,10
2011-04-06,TRUE,"85099B",1.79,100
2011-04-06,TRUE,"85099B",2.08,2
2011-04-06,TRUE,"85099C",1.95,10
2011-04-06,TRUE,"85099C",2.08,1
2011-04-06,TRUE,"85099F",1.95,10
2011-04-07,FALSE,"21931",4.13,1
2011-04-07,FALSE,"22386",4.13,6
2011-04-07,FALSE,"22663",4.13,1
2011-04-07,FALSE,"85099B",2.46,19
2011-04-07,FALSE,"85099F",4.13,1
2011-04-07,TRUE,"20711",2.08,2
2011-04-07,TRUE,"20712",2.08,6
2011-04-07,TRUE,"21033",2.08,8
2011-04-07,TRUE,"21928",2.08,11
2011-04-07,TRUE,"21929",2.08,26
2011-04-07,TRUE,"21930",2.08,16
2011-04-07,TRUE,"21931",2.08,15
2011-04-07,TRUE,"22385",2.08,11
2011-04-07,TRUE,"22386",2.08,18
2011-04-07,TRUE,"22411",2.08,6
2011-04-07,TRUE,"22663",2.08,1
2011-04-07,TRUE,"85099B",2.08,24
2011-04-07,TRUE,"85099C",2.08,14
2011-04-07,TRUE,"85099F",2.08,35
2011-04-08,FALSE,"21929",4.13,1
2011-04-08,FALSE,"22385",4.13,1
2011-04-08,FALSE,"22411",4.13,6
2011-04-08,FALSE,"85099B",2.46,68
2011-04-08,TRUE,"20711",2.08,10
2011-04-08,TRUE,"20712",1.95,10
2011-04-08,TRUE,"20712",2.08,10
2011-04-08,TRUE,"21928",2.08,33
2011-04-08,TRUE,"21929",1.95,10
2011-04-08,TRUE,"21929",2.08,10
2011-04-08,TRUE,"21931",1.95,20
2011-04-08,TRUE,"21931",2.08,4
2011-04-08,TRUE,"22385",1.95,10
2011-04-08,TRUE,"22386",1.95,10
2011-04-08,TRUE,"22386",2.08,20
2011-04-08,TRUE,"22411",2.08,10
2011-04-08,TRUE,"22663",2.08,10
2011-04-08,TRUE,"85099B",1.95,20
2011-04-08,TRUE,"85099B",2.08,30
2011-04-08,TRUE,"85099C",1.95,10
2011-04-08,TRUE,"85099C",2.08,15
2011-04-08,TRUE,"85099F",2.08,40
2011-04-10,TRUE,"20712",1.95,10
2011-04-10,TRUE,"20712",2.08,3
2011-04-10,TRUE,"21033",2.08,3
2011-04-10,TRUE,"21928",2.08,2
2011-04-10,TRUE,"21929",2.08,2
2011-04-10,TRUE,"21930",2.08,4
2011-04-10,TRUE,"21931",1.79,100
2011-04-10,TRUE,"21931",2.08,8
2011-04-10,TRUE,"22386",2.08,10
2011-04-10,TRUE,"22411",2.08,6
2011-04-10,TRUE,"85099B",1.95,10
2011-04-10,TRUE,"85099B",2.08,24
2011-04-10,TRUE,"85099C",2.08,12
2011-04-10,TRUE,"85099F",2.08,4
2011-04-11,FALSE,"21929",4.96,7
2011-04-11,TRUE,"20712",2.08,10
2011-04-11,TRUE,"21928",2.08,2
2011-04-11,TRUE,"21929",2.08,12
2011-04-11,TRUE,"21930",2.08,2
2011-04-11,TRUE,"21931",2.08,10
2011-04-11,TRUE,"22386",2.08,5
2011-04-11,TRUE,"22411",2.08,4
2011-04-11,TRUE,"22663",2.08,3
2011-04-11,TRUE,"23199",2.08,10
2011-04-11,TRUE,"23201",2.08,10
2011-04-11,TRUE,"85099B",2.08,22
2011-04-11,TRUE,"85099C",2.08,20
2011-04-12,TRUE,"20711",2.08,10
2011-04-12,TRUE,"20712",2.08,4
2011-04-12,TRUE,"21928",1.95,10
2011-04-12,TRUE,"21929",1.95,10
2011-04-12,TRUE,"21929",2.08,14
2011-04-12,TRUE,"21931",1.95,10
2011-04-12,TRUE,"21931",2.08,10
2011-04-12,TRUE,"22411",2.08,4
2011-04-12,TRUE,"23199",2.08,30
2011-04-12,TRUE,"23201",1.79,100
2011-04-12,TRUE,"23201",2.08,80
2011-04-12,TRUE,"85099B",1.79,100
2011-04-12,TRUE,"85099B",1.95,10
2011-04-12,TRUE,"85099B",2.08,10
2011-04-12,TRUE,"85099C",2.08,10
2011-04-12,TRUE,"85099F",1.95,10
2011-04-12,TRUE,"85099F",2.08,10
2011-04-13,TRUE,"20711",2.08,10
2011-04-13,TRUE,"21928",2.08,26
2011-04-13,TRUE,"21929",2.08,40
2011-04-13,TRUE,"21930",2.08,10
2011-04-13,TRUE,"21931",2.08,44
2011-04-13,TRUE,"22386",2.08,10
2011-04-13,TRUE,"22411",2.08,20
2011-04-13,TRUE,"23199",1.65,100
2011-04-13,TRUE,"23199",1.79,100
2011-04-13,TRUE,"23199",2.08,10
2011-04-13,TRUE,"23201",1.65,100
2011-04-13,TRUE,"23201",2.08,30
2011-04-13,TRUE,"85099B",2.08,40
2011-04-13,TRUE,"85099F",2.08,10
2011-04-14,TRUE,"20711",2.08,10
2011-04-14,TRUE,"20712",2.08,43
2011-04-14,TRUE,"21928",2.08,22
2011-04-14,TRUE,"21929",2.08,23
2011-04-14,TRUE,"21930",2.08,13
2011-04-14,TRUE,"21931",2.08,42
2011-04-14,TRUE,"22385",2.08,40
2011-04-14,TRUE,"22386",2.08,58
2011-04-14,TRUE,"22411",2.08,54
2011-04-14,TRUE,"22663",2.08,22
2011-04-14,TRUE,"23199",1.65,200
2011-04-14,TRUE,"23199",1.79,100
2011-04-14,TRUE,"23199",1.95,10
2011-04-14,TRUE,"23199",2.08,33
2011-04-14,TRUE,"23201",1.79,100
2011-04-14,TRUE,"23201",2.08,20
2011-04-14,TRUE,"85099B",1.79,100
2011-04-14,TRUE,"85099B",2.08,48
2011-04-14,TRUE,"85099C",1.79,100
2011-04-14,TRUE,"85099C",2.08,28
2011-04-14,TRUE,"85099F",1.79,100
2011-04-14,TRUE,"85099F",2.08,36
2011-04-15,FALSE,"20711",4.13,7
2011-04-15,FALSE,"20712",4.13,26
2011-04-15,FALSE,"21033",4.13,8
2011-04-15,FALSE,"21928",4.13,14
2011-04-15,FALSE,"21929",4.96,12
2011-04-15,FALSE,"21930",4.96,9
2011-04-15,FALSE,"21931",4.13,32
2011-04-15,FALSE,"22385",4.13,4
2011-04-15,FALSE,"22386",4.13,16
2011-04-15,FALSE,"22411",4.13,49
2011-04-15,FALSE,"22663",4.13,3
2011-04-15,FALSE,"85099B",4.13,16
2011-04-15,FALSE,"85099C",4.13,13
2011-04-15,TRUE,"20712",2.08,2
2011-04-15,TRUE,"21928",2.08,4
2011-04-15,TRUE,"21929",2.08,6
2011-04-15,TRUE,"21930",2.08,14
2011-04-15,TRUE,"21931",2.08,20
2011-04-15,TRUE,"22385",2.08,4
2011-04-15,TRUE,"22386",2.08,30
2011-04-15,TRUE,"22411",2.08,24
2011-04-15,TRUE,"23199",1.79,100
2011-04-15,TRUE,"23199",2.08,20
2011-04-15,TRUE,"23201",1.95,10
2011-04-15,TRUE,"23201",2.08,12
2011-04-15,TRUE,"85099B",2.08,50
2011-04-15,TRUE,"85099C",2.08,6
2011-04-17,TRUE,"21929",2.08,1
2011-04-17,TRUE,"21931",2.08,14
2011-04-17,TRUE,"22385",2.08,1
2011-04-17,TRUE,"22663",2.08,1
2011-04-17,TRUE,"23199",2.08,20
2011-04-17,TRUE,"23201",2.08,3
2011-04-17,TRUE,"85099B",2.08,20
2011-04-17,TRUE,"85099C",2.08,1
2011-04-18,FALSE,"20711",4.13,5
2011-04-18,FALSE,"20712",4.13,9
2011-04-18,FALSE,"21033",4.13,2
2011-04-18,FALSE,"21928",2.08,1
2011-04-18,FALSE,"21928",4.13,3
2011-04-18,FALSE,"21929",2.08,1
2011-04-18,FALSE,"21929",4.13,9
2011-04-18,FALSE,"21930",4.13,2
2011-04-18,FALSE,"21931",4.13,7
2011-04-18,FALSE,"22386",4.13,8
2011-04-18,FALSE,"22411",4.13,7
2011-04-18,FALSE,"23199",4.13,2
2011-04-18,FALSE,"23201",4.13,2
2011-04-18,FALSE,"85099B",2.46,18
2011-04-18,FALSE,"85099B",4.13,27
2011-04-18,FALSE,"85099C",4.13,3
2011-04-18,FALSE,"85099F",2.08,6
2011-04-18,TRUE,"20711",2.08,1
2011-04-18,TRUE,"20712",2.08,10
2011-04-18,TRUE,"21033",2.08,3
2011-04-18,TRUE,"21928",2.08,21
2011-04-18,TRUE,"21929",2.08,11
2011-04-18,TRUE,"21931",2.08,22
2011-04-18,TRUE,"22386",2.08,20
2011-04-18,TRUE,"22411",2.08,14
2011-04-18,TRUE,"22663",2.08,20
2011-04-18,TRUE,"23199",2.08,22
2011-04-18,TRUE,"23201",2.08,24
2011-04-18,TRUE,"85099B",1.79,100
2011-04-18,TRUE,"85099B",2.08,24
2011-04-18,TRUE,"85099C",1.79,100
2011-04-18,TRUE,"85099C",2.08,2
2011-04-19,FALSE,"20711",4.13,1
2011-04-19,FALSE,"20712",4.13,3
2011-04-19,FALSE,"21033",4.13,2
2011-04-19,FALSE,"21928",4.13,6
2011-04-19,FALSE,"21929",4.13,4
2011-04-19,FALSE,"21931",4.13,1
2011-04-19,FALSE,"22385",4.13,5
2011-04-19,FALSE,"22386",4.13,1
2011-04-19,FALSE,"23199",4.13,5
2011-04-19,FALSE,"23201",4.13,2
2011-04-19,FALSE,"85099B",4.13,11
2011-04-19,FALSE,"85099C",4.13,5
2011-04-19,TRUE,"20712",2.08,22
2011-04-19,TRUE,"21033",2.08,10
2011-04-19,TRUE,"21928",2.08,5
2011-04-19,TRUE,"21929",2.08,4
2011-04-19,TRUE,"21931",2.08,14
2011-04-19,TRUE,"22385",2.08,4
2011-04-19,TRUE,"22386",2.08,24
2011-04-19,TRUE,"22411",2.08,36
2011-04-19,TRUE,"22663",2.08,3
2011-04-19,TRUE,"23199",1.79,100
2011-04-19,TRUE,"23199",2.08,32
2011-04-19,TRUE,"23201",1.79,100
2011-04-19,TRUE,"23201",2.08,15
2011-04-19,TRUE,"85099B",1.65,100
2011-04-19,TRUE,"85099B",2.08,35
2011-04-20,FALSE,"21929",4.96,2
2011-04-20,TRUE,"20711",2.08,11
2011-04-20,TRUE,"20712",2.08,10
2011-04-20,TRUE,"21033",2.08,10
2011-04-20,TRUE,"21928",2.08,23
2011-04-20,TRUE,"21929",2.08,10
2011-04-20,TRUE,"21930",2.08,2
2011-04-20,TRUE,"21931",2.08,10
2011-04-20,TRUE,"22385",2.08,20
2011-04-20,TRUE,"22386",2.08,70
2011-04-20,TRUE,"22411",2.08,66
2011-04-20,TRUE,"22663",2.08,10
2011-04-20,TRUE,"23199",1.79,100
2011-04-20,TRUE,"23199",2.08,93
2011-04-20,TRUE,"23201",1.95,20
2011-04-20,TRUE,"23201",2.08,50
2011-04-20,TRUE,"85099B",2.08,110
2011-04-20,TRUE,"85099C",2.08,35
2011-04-21,FALSE,"20712",4.13,2
2011-04-21,FALSE,"21928",4.13,1
2011-04-21,FALSE,"21929",4.13,1
2011-04-21,FALSE,"21931",4.13,2
2011-04-21,FALSE,"22411",4.13,2
2011-04-21,FALSE,"23199",4.13,3
2011-04-21,FALSE,"23201",4.13,1
2011-04-21,FALSE,"85099B",4.13,3
2011-04-21,FALSE,"85099C",4.13,2
2011-04-21,TRUE,"20712",2.08,11
2011-04-21,TRUE,"21928",1.79,200
2011-04-21,TRUE,"21928",2.08,11
2011-04-21,TRUE,"21929",2.08,1
2011-04-21,TRUE,"21931",2.08,14
2011-04-21,TRUE,"22385",2.08,3
2011-04-21,TRUE,"22386",2.08,32
2011-04-21,TRUE,"22411",1.79,100
2011-04-21,TRUE,"22411",2.08,10
2011-04-21,TRUE,"22663",2.08,1
2011-04-21,TRUE,"23199",1.95,10
2011-04-21,TRUE,"23199",2.08,13
2011-04-21,TRUE,"23201",1.95,30
2011-04-21,TRUE,"23201",2.08,53
2011-04-21,TRUE,"85099B",1.79,100
2011-04-21,TRUE,"85099B",2.08,21
2011-04-26,FALSE,"20711",4.13,7
2011-04-26,FALSE,"20712",4.13,24
2011-04-26,FALSE,"21033",4.13,8
2011-04-26,FALSE,"21928",4.13,11
2011-04-26,FALSE,"21930",4.96,6
2011-04-26,FALSE,"21931",4.13,34
2011-04-26,FALSE,"22385",4.13,5
2011-04-26,FALSE,"22386",4.13,24
2011-04-26,FALSE,"22411",2.08,10
2011-04-26,FALSE,"22411",4.13,27
2011-04-26,FALSE,"22663",4.13,1
2011-04-26,FALSE,"23199",4.13,2
2011-04-26,FALSE,"85099B",4.13,19
2011-04-26,FALSE,"85099C",4.13,30
2011-04-26,TRUE,"20711",2.08,10
2011-04-26,TRUE,"20712",1.95,10
2011-04-26,TRUE,"21928",2.08,10
2011-04-26,TRUE,"21930",1.95,10
2011-04-26,TRUE,"21930",2.08,17
2011-04-26,TRUE,"21931",2.08,20
2011-04-26,TRUE,"22386",2.08,1
2011-04-26,TRUE,"22411",1.95,10
2011-04-26,TRUE,"22411",2.08,10
2011-04-26,TRUE,"23199",1.95,10
2011-04-26,TRUE,"23199",2.08,32
2011-04-26,TRUE,"23201",1.95,10
2011-04-26,TRUE,"23201",2.08,24
2011-04-26,TRUE,"85099B",1.79,100
2011-04-26,TRUE,"85099B",1.95,10
2011-04-26,TRUE,"85099B",2.08,61
2011-04-26,TRUE,"85099C",2.08,25
2011-04-27,FALSE,"21928",4.13,2
2011-04-27,FALSE,"21929",4.13,2
2011-04-27,FALSE,"22386",4.13,1
2011-04-27,FALSE,"23199",4.13,1
2011-04-27,FALSE,"85099B",4.13,3
2011-04-27,FALSE,"85099C",4.13,1
2011-04-27,TRUE,"20712",2.08,34
2011-04-27,TRUE,"21928",1.74,100
2011-04-27,TRUE,"21928",2.08,30
2011-04-27,TRUE,"21929",2.08,34
2011-04-27,TRUE,"21930",2.08,2
2011-04-27,TRUE,"21931",2.08,32
2011-04-27,TRUE,"22385",2.08,13
2011-04-27,TRUE,"22386",1.74,100
2011-04-27,TRUE,"22386",2.08,21
2011-04-27,TRUE,"22411",2.08,20
2011-04-27,TRUE,"22663",2.08,13
2011-04-27,TRUE,"23199",1.65,30
2011-04-27,TRUE,"23199",1.95,40
2011-04-27,TRUE,"23199",2.08,60
2011-04-27,TRUE,"23201",1.65,30
2011-04-27,TRUE,"23201",2.08,32
2011-04-27,TRUE,"85099B",2.08,64
2011-04-27,TRUE,"85099F",1.74,100
2011-04-28,FALSE,"20711",4.13,2
2011-04-28,FALSE,"20712",2.08,3
2011-04-28,FALSE,"20712",4.13,1
2011-04-28,FALSE,"22386",4.13,2
2011-04-28,FALSE,"22663",4.13,1
2011-04-28,FALSE,"23199",4.13,2
2011-04-28,FALSE,"85099B",4.13,1
2011-04-28,FALSE,"85099C",4.13,2
2011-04-28,TRUE,"20711",2.08,6
2011-04-28,TRUE,"20712",2.08,1
2011-04-28,TRUE,"21033",2.08,1
2011-04-28,TRUE,"21928",2.08,21
2011-04-28,TRUE,"21929",2.08,52
2011-04-28,TRUE,"21930",2.08,23
2011-04-28,TRUE,"21931",2.08,13
2011-04-28,TRUE,"22385",2.08,11
2011-04-28,TRUE,"22386",2.08,23
2011-04-28,TRUE,"22411",2.08,32
2011-04-28,TRUE,"22663",2.08,1
2011-04-28,TRUE,"23199",1.95,10
2011-04-28,TRUE,"23199",2.08,32
2011-04-28,TRUE,"23201",2.08,23
2011-04-28,TRUE,"85099B",2.08,32
2011-04-28,TRUE,"85099C",2.08,20
2011-05-01,TRUE,"21928",2.08,31
2011-05-01,TRUE,"21929",2.08,20
2011-05-01,TRUE,"21931",2.08,30
2011-05-01,TRUE,"22385",2.08,2
2011-05-01,TRUE,"22386",1.79,100
2011-05-01,TRUE,"22386",2.08,10
2011-05-01,TRUE,"22411",2.08,53
2011-05-01,TRUE,"22663",2.08,3
2011-05-01,TRUE,"23199",2.08,80
2011-05-01,TRUE,"23201",2.08,23
2011-05-01,TRUE,"85099B",2.08,95
2011-05-03,FALSE,"20711",2.08,11
2011-05-03,FALSE,"20712",2.08,7
2011-05-03,FALSE,"20712",4.13,1
2011-05-03,FALSE,"21033",4.13,2
2011-05-03,FALSE,"21928",2.08,11
2011-05-03,FALSE,"21928",4.13,2
2011-05-03,FALSE,"21929",2.08,4
2011-05-03,FALSE,"21930",2.08,7
2011-05-03,FALSE,"21931",2.08,20
2011-05-03,FALSE,"21931",4.13,3
2011-05-03,FALSE,"22385",2.08,5
2011-05-03,FALSE,"22385",4.13,2
