Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
2017/12/23,10:19:54,25.13,25.13,24.75,25.63,10,10,48,32,0.08,0.05,0.06,0.06,355,-1.23168185923E-17,0,0,0
2017/12/23,10:20:25,25.06,25.13,24.69,25.63,10,10,48,33,0.08,0.05,0.06,0.06,355,-0.0461538461538,0,0,0
2017/12/23,10:20:56,25.13,25.13,24.75,25.69,10,10,49,33,0.08,0.05,0.06,0.05,355,-0.0923076923077,0,0,0
2017/12/23,10:21:26,25.06,25.13,24.75,25.56,10,11,49,34,0.08,0.05,0.06,0.06,355,-0.138461538462,0,0,0
2017/12/23,10:21:57,25.13,25.13,24.75,25.63,10,11,49,33,0.08,0.05,0.06,0.06,355,-0.184615384615,0,0,0
2017/12/23,10:22:28,25.06,25.13,24.69,25.63,10,11,49,33,0.08,0.06,0.06,0.06,360,-0.134615384615,0,0,0
2017/12/23,10:22:58,25.13,25.13,24.69,25.63,10,10,49,33,0.08,0.05,0.06,0.05,360,-0.134615384615,0,0,0
2017/12/23,10:23:29,25.06,25.13,24.75,25.56,10,10,48,33,0.08,0.06,0.07,0.06,355,-0.134615384615,0,0,0
2017/12/23,10:24:00,25.13,25.13,24.75,25.63,10,10,47,33,0.08,0.05,0.07,0.07,355,-0.130769230769,0,0,0
2017/12/23,10:24:30,25.13,25.13,24.75,25.63,10,10,47,32,0.08,0.06,0.06,0.06,355,-0.173076923077,0,0,0
2017/12/23,10:25:01,25.06,25.13,24.75,25.63,10,10,48,33,0.08,0.06,0.06,0.06,355,-0.165384615385,0,0,0
2017/12/23,10:25:31,25.13,25.13,24.75,25.69,10,10,48,33,0.08,0.05,0.06,0.06,355,-0.153846153846,0,0,0
2017/12/23,10:26:02,25.13,25.13,24.75,25.63,10,10,48,33,0.08,0.05,0.06,0.06,355,-0.188461538462,0,0,0
2017/12/23,10:26:33,25.13,25.13,24.75,25.69,10,10,48,32,0.08,0.05,0.06,0.06,360,-0.126923076923,0,0,0
2017/12/23,10:27:03,25.13,25.13,24.75,25.69,10,10,48,32,0.08,0.05,0.07,0.06,360,-0.0653846153846,0,0,0
2017/12/23,10:27:34,25.13,25.13,24.75,25.69,10,10,48,33,0.08,0.05,0.07,0.06,360,-0.00384615384615,0,0,0
2017/12/23,10:28:05,25.13,25.13,24.75,25.69,10,10,48,33,0.08,0.05,0.05,0.06,360,0.0576923076923,0,0,0
2017/12/23,10:28:35,25.13,25.13,24.75,25.69,10,11,49,33,0.08,0.05,0.07,0.06,360,0.119230769231,0,0,0
2017/12/23,10:29:06,25.13,25.13,24.75,25.69,10,11,49,33,0.09,0.05,0.06,0.07,360,0.180769230769,0,0,0
2017/12/23,10:29:37,25.13,25.13,24.81,25.75,10,11,49,34,0.08,0.05,0.06,0.06,360,0.192307692308,0,0,0
2017/12/23,10:30:07,25.13,25.13,24.75,25.69,10,11,50,34,0.08,0.04,0.06,0.06,355,0.153846153846,0,0,0
2017/12/23,10:30:38,25.13,25.13,24.75,25.69,10,11,49,34,0.08,0.04,0.06,0.06,360,0.161538461538,0,0,0
2017/12/23,10:31:08,25.13,25.19,24.81,25.63,10,11,49,34,0.08,0.05,0.08,0.06,355,0.169230769231,0,0,0
2017/12/23,10:31:39,25.13,25.13,24.75,25.63,10,11,49,34,0.08,0.05,0.07,0.05,355,0.130769230769,0,0,0
2017/12/23,10:32:10,25.13,25.13,24.75,25.63,10,11,50,35,0.08,0.06,0.06,0.06,360,0.138461538462,0,0,0
2017/12/23,10:32:40,25.13,25.19,24.75,25.63,10,11,49,35,0.08,0.05,0.06,0.06,355,0.0961538461538,0,0,0
2017/12/23,10:33:11,25.13,25.13,24.75,25.63,10,11,49,34,0.08,0.05,0.07,0.06,355,0.0538461538462,0,0,0
2017/12/23,10:33:42,25.13,25.13,24.75,25.63,10,11,50,34,0.09,0.05,0.06,0.06,355,0.0115384615385,0,0,0
2017/12/23,10:34:12,25.13,25.13,24.75,25.69,10,12,51,35,0.08,0.05,0.06,0.06,355,-0.0307692307692,0,0,0
2017/12/23,10:34:43,25.13,25.13,24.75,25.63,10,12,52,35,0.08,0.05,0.06,0.07,355,-0.0730769230769,0,0,0
2017/12/23,10:35:14,25.13,25.13,24.75,25.63,11,12,53,36,0.08,0.06,0.06,0.06,355,-0.0653846153846,0,0,0
2017/12/23,10:35:44,25.13,25.13,24.81,25.63,11,12,53,37,0.08,0.06,0.06,0.06,355,-0.0538461538462,0,0,0
2017/12/23,10:36:15,25.13,25.13,24.81,25.63,11,12,53,37,0.09,0.06,0.06,0.06,355,-0.0884615384615,0,0,0
2017/12/23,10:36:45,25.19,25.13,24.81,25.56,11,12,53,37,0.07,0.05,0.06,0.05,360,-0.0769230769231,0,0,0
2017/12/23,10:37:16,25.13,25.13,24.75,25.63,11,12,53,36,0.08,0.06,0.07,0.06,360,-0.0692307692308,0,0,0
2017/12/23,10:37:47,25.13,25.13,24.81,25.63,11,12,53,36,0.08,0.05,0.06,0.05,360,-0.0653846153846,0,0,0
2017/12/23,10:38:17,25.13,25.13,24.75,25.63,11,12,53,36,0.1,0.09,0.09,0.06,360,-0.0653846153846,0,0,0
2017/12/23,10:38:48,25.13,25.13,24.75,25.63,10,11,50,35,0.08,0.06,0.06,0.06,360,-0.0692307692308,0,0,0
2017/12/23,10:39:19,25.13,25.13,24.75,25.69,10,11,50,35,0.09,0.06,0.07,0.06,355,-0.0730769230769,0,0,0
2017/12/23,10:39:49,25.13,25.13,24.81,25.75,10,12,51,35,0.12,0.12,0.1,0.07,360,-0.0269230769231,0,0,0
2017/12/23,10:40:20,25.13,25.13,24.81,25.75,10,11,51,35,0.09,0.05,0.08,0.06,355,-0.0269230769231,0,0,0
2017/12/23,10:40:51,25.13,25.13,24.75,25.75,10,11,49,35,0.08,0.05,0.07,0.06,355,-0.0230769230769,0,0,0
2017/12/23,10:41:21,25.13,25.13,24.81,25.81,10,11,50,34,0.09,0.05,0.07,0.07,360,0.0307692307692,0,0,0
2017/12/23,10:41:52,25.13,25.13,24.75,25.75,10,11,50,35,0.08,0.05,0.06,0.06,360,0.0846153846154,0,0,0
2017/12/23,10:42:22,25.13,25.13,24.81,25.69,10,11,50,35,0.08,0.05,0.06,0.05,360,0.138461538462,0,0,0
2017/12/23,10:42:53,25.13,25.13,24.81,25.69,10,12,51,35,0.08,0.05,0.06,0.05,360,0.142307692308,0,0,0
2017/12/23,10:43:24,25.13,25.13,24.75,25.69,10,12,51,35,0.08,0.05,0.06,0.05,360,0.192307692308,0,0,0
2017/12/23,10:43:54,25.19,25.13,24.81,25.75,10,12,51,35,0.08,0.05,0.07,0.05,360,0.192307692308,0,0,0
2017/12/23,10:44:25,25.19,25.13,24.81,25.69,10,12,50,35,0.09,0.05,0.06,0.06,360,0.188461538462,0,0,0
2017/12/23,10:44:56,25.13,25.13,24.81,25.69,10,12,51,35,0.09,0.05,0.06,0.05,355,0.184615384615,0,0,0
2017/12/23,10:45:26,25.13,25.13,24.81,25.75,10,12,52,35,0.08,0.08,0.07,0.06,355,0.134615384615,0,0,0
2017/12/23,10:45:57,25.13,25.13,24.81,25.69,10,12,51,35,0.09,0.05,0.06,0.06,360,0.130769230769,0,0,0
2017/12/23,10:46:28,25.19,25.13,24.81,25.69,10,11,50,35,0.08,0.05,0.07,0.06,360,0.123076923077,0,0,0
2017/12/23,10:46:58,25.19,25.13,24.81,25.75,10,11,50,35,0.08,0.05,0.07,0.06,360,0.111538461538,0,0,0
2017/12/23,10:47:29,25.13,25.13,24.81,25.69,10,11,49,34,0.09,0.05,0.06,0.06,360,0.0961538461538,0,0,0
2017/12/23,10:47:59,25.19,25.13,24.81,25.69,10,11,50,34,0.08,0.06,0.06,0.06,360,0.0769230769231,0,0,0
2017/12/23,10:48:30,25.13,25.13,24.81,25.69,10,12,51,35,0.15,0.15,0.17,0.07,360,0.0538461538462,0,0,0
2017/12/23,10:49:01,25.13,25.13,24.81,25.69,10,12,51,35,0.08,0.05,0.06,0.06,360,0.0269230769231,0,0,0
2017/12/23,10:50:02,25.13,25.13,24.81,25.69,11,12,53,36,0.08,0.05,0.06,0.06,360,0.0461538461538,0,0,0
2017/12/23,10:50:33,25.19,25.13,24.81,25.69,11,13,53,37,0.08,0.05,0.06,0.06,360,0.0653846153846,0,0,0
2017/12/23,10:51:03,25.13,25.13,24.81,25.75,11,12,53,36,0.08,0.05,0.06,0.06,360,0.0846153846154,0,0,0
2017/12/23,10:51:34,25.19,25.13,24.81,25.75,10,12,51,35,0.09,0.05,0.08,0.06,360,0.103846153846,0,0,0
2017/12/23,10:52:04,25.13,25.13,24.81,25.69,10,12,52,35,0.09,0.06,0.07,0.06,360,0.123076923077,0,0,0
2017/12/23,10:52:35,25.13,25.13,24.81,25.75,11,12,53,36,0.08,0.05,0.07,0.07,360,0.0923076923077,0,0,0
2017/12/23,10:53:06,25.13,25.13,24.81,25.69,11,12,53,36,0.08,0.05,0.06,0.06,360,0.107692307692,0,0,0
2017/12/23,10:53:36,25.19,25.19,24.81,25.69,11,13,53,36,0.09,0.07,0.07,0.06,360,0.0730769230769,0,0,0
2017/12/23,10:54:07,25.13,25.13,24.81,25.69,11,12,53,36,0.08,0.05,0.06,0.06,355,-0.0115384615385,0,0,0
2017/12/23,10:54:38,25.19,25.13,24.81,25.75,11,12,52,36,0.09,0.06,0.06,0.05,360,6.15840929613E-18,0,0,0
2017/12/23,10:55:08,25.13,25.13,24.81,25.81,11,13,53,36,0.09,0.07,0.07,0.06,360,0.0115384615385,0,0,0
2017/12/23,10:55:39,25.19,25.19,24.81,25.81,11,13,54,37,0.1,0.08,0.07,0.07,360,0.0230769230769,0,0,0
2017/12/23,10:56:10,25.19,25.19,24.81,25.75,11,13,54,38,0.08,0.05,0.06,0.06,360,0.0346153846154,0,0,0
2017/12/23,10:56:40,25.19,25.13,24.81,25.69,11,13,54,38,0.08,0.05,0.07,0.06,360,0.0461538461538,0,0,0
2017/12/23,10:57:11,25.19,25.19,24.81,25.81,11,13,54,38,0.08,0.06,0.07,0.06,360,0.0576923076923,0,0,0
2017/12/23,10:57:41,25.19,25.13,24.81,25.69,12,14,58,39,0.08,0.05,0.06,0.06,360,0.0692307692308,0,0,0
2017/12/23,10:58:12,25.19,25.13,24.81,25.69,13,14,60,42,0.08,0.06,0.07,0.06,360,0.0307692307692,0,0,0
2017/12/23,10:58:43,25.13,25.13,24.81,25.69,13,14,58,41,0.08,0.05,0.07,0.06,360,-0.0115384615385,0,0,0
2017/12/23,10:59:13,25.19,25.19,24.81,25.63,12,14,57,40,0.07,0.05,0.06,0.06,360,-0.00769230769231,0,0,0
2017/12/23,10:59:44,25.19,25.19,24.81,25.69,12,14,58,40,0.08,0.06,0.06,0.06,360,-0.00384615384615,0,0,0
2017/12/23,11:00:15,25.19,25.19,24.81,25.75,13,14,59,41,0.08,0.05,0.06,0.05,360,7.69801162017E-19,0,0,0
2017/12/23,11:00:45,25.19,25.19,24.81,25.75,12,14,57,41,0.08,0.06,0.07,0.05,355,-0.0423076923077,0,0,0
2017/12/23,11:01:16,25.19,25.13,24.81,25.69,12,13,54,38,0.1,0.05,0.08,0.06,360,-0.0346153846154,0,0,0
2017/12/23,11:01:47,25.19,25.19,24.81,25.69,12,14,55,39,0.08,0.05,0.06,0.06,360,-0.0269230769231,0,0,0
2017/12/23,11:02:17,25.19,25.19,24.81,25.75,12,14,57,40,0.08,0.05,0.05,0.06,360,-0.0192307692308,0,0,0
2017/12/23,11:02:48,25.19,25.19,24.81,25.69,12,14,58,40,0.08,0.05,0.06,0.06,360,-0.0115384615385,0,0,0
2017/12/23,11:03:18,25.19,25.13,24.88,25.75,12,14,57,40,0.08,0.06,0.07,0.06,360,-0.00384615384615,0,0,0
2017/12/23,11:03:49,25.19,25.19,24.81,25.69,11,13,54,39,0.08,0.05,0.06,0.07,355,-0.0423076923077,0,0,0
2017/12/23,11:04:20,25.19,25.13,24.81,25.69,12,13,54,39,0.08,0.05,0.06,0.06,355,-0.0769230769231,0,0,0
2017/12/23,11:04:50,25.19,25.13,24.88,25.75,11,13,54,38,0.08,0.06,0.07,0.06,360,-0.0615384615385,0,0,0
2017/12/23,11:05:21,25.19,25.19,24.88,25.75,11,13,54,39,0.08,0.05,0.06,0.07,355,-0.0923076923077,0,0,0
2017/12/23,11:05:52,25.19,25.19,24.88,25.75,11,13,53,38,0.08,0.05,0.06,0.06,355,-0.119230769231,0,0,0
2017/12/23,11:06:22,25.19,25.19,24.81,25.75,11,13,54,37,0.08,0.05,0.06,0.07,360,-0.0961538461538,0,0,0
2017/12/23,11:06:53,25.19,25.19,24.88,25.75,12,13,55,39,0.08,0.06,0.06,0.06,355,-0.169230769231,0,0,0
2017/12/23,11:07:24,25.19,25.19,24.81,25.75,12,14,56,40,0.08,0.04,0.06,0.05,355,-0.192307692308,0,0,0
2017/12/23,11:07:54,25.19,25.19,24.88,25.75,12,13,55,39,0.08,0.05,0.07,0.06,360,-0.165384615385,0,0,0
2017/12/23,11:08:25,25.19,25.13,24.88,25.81,12,14,55,39,0.09,0.06,0.06,0.06,360,-0.138461538462,0,0,0
2017/12/23,11:08:55,25.19,25.19,24.88,25.81,12,14,57,40,0.08,0.05,0.06,0.06,360,-0.111538461538,0,0,0
2017/12/23,11:09:26,25.19,25.19,24.88,25.75,12,14,57,40,0.09,0.06,0.06,0.06,360,-0.0846153846154,0,0,0
2017/12/23,11:09:57,25.19,25.19,24.88,25.75,13,15,60,42,0.08,0.09,0.07,0.06,355,-0.103846153846,0,0,0
2017/12/23,11:10:27,25.19,25.19,24.88,25.81,13,15,61,44,0.11,0.05,0.09,0.06,355,-0.119230769231,0,0,0
2017/12/23,11:10:58,25.19,25.19,24.88,25.81,13,14,59,42,0.08,0.06,0.07,0.07,360,-0.0846153846154,0,0,0
2017/12/23,11:11:29,25.19,25.19,24.88,25.75,13,14,59,42,0.08,0.05,0.06,0.06,360,-0.05,0,0,0
2017/12/23,11:11:59,25.19,25.19,24.88,25.81,13,14,59,42,0.08,0.05,0.06,0.05,360,-0.0153846153846,0,0,0
2017/12/23,11:12:30,25.19,25.19,24.88,25.81,13,14,59,42,0.08,0.05,0.07,0.06,355,-0.0269230769231,0,0,0
2017/12/23,11:13:01,25.19,25.19,24.88,25.81,13,14,60,43,0.08,0.05,0.07,0.05,355,-0.0346153846154,0,0,0
2017/12/23,11:13:31,25.19,25.19,24.88,25.81,13,14,60,42,0.08,0.05,0.06,0.06,360,-0.0423076923077,0,0,0
2017/12/23,11:14:02,25.19,25.19,24.88,25.88,13,14,59,42,0.08,0.06,0.07,0.05,355,-0.05,0,0,0
2017/12/23,11:14:32,25.19,25.19,24.88,25.81,13,14,59,41,0.08,0.06,0.07,0.06,355,-0.0538461538462,0,0,0
2017/12/23,11:15:03,25.19,25.19,24.94,25.81,13,14,58,41,0.08,0.07,0.08,0.06,355,-0.0538461538462,0,0,0
2017/12/23,11:15:34,25.19,25.19,24.88,25.88,12,14,57,40,0.11,0.08,0.09,0.06,355,-0.05,0,0,0
2017/12/23,11:16:04,25.19,25.19,24.88,25.81,13,14,58,40,0.1,0.06,0.14,0.11,355,-0.0423076923077,0,0,0
2017/12/23,11:16:35,25.19,25.19,24.88,25.81,13,14,59,41,0.07,0.05,0.06,0.06,360,-0.0346153846154,0,0,0
2017/12/23,11:17:06,25.19,25.19,24.88,25.81,13,14,59,42,0.09,0.05,0.06,0.06,360,-0.0307692307692,0,0,0
2017/12/23,11:17:36,25.19,25.19,24.88,25.81,13,14,59,42,0.08,0.05,0.06,0.06,360,0.0192307692308,0,0,0
2017/12/23,11:18:07,25.19,25.19,24.94,25.88,13,14,59,41,0.08,0.05,0.06,0.06,360,0.0192307692308,0,0,0
2017/12/23,11:18:38,25.19,25.19,24.88,25.88,13,14,59,41,0.09,0.05,0.06,0.06,360,0.0153846153846,0,0,0
2017/12/23,11:19:08,25.19,25.19,24.88,25.88,13,14,59,42,0.08,0.05,0.06,0.06,360,0.0576923076923,0,0,0
2017/12/23,11:19:39,25.19,25.19,24.94,25.81,13,15,60,43,0.08,0.07,0.06,0.06,360,0.05,0,0,0
2017/12/23,11:20:09,25.19,25.19,24.94,25.81,14,15,61,43,0.08,0.05,0.07,0.07,360,0.0384615384615,0,0,0
2017/12/23,11:20:40,25.19,25.19,24.88,25.81,14,15,61,44,0.08,0.05,0.06,0.07,355,0.0269230769231,0,0,0
2017/12/23,11:21:11,25.19,25.19,24.88,25.75,14,15,63,45,0.09,0.05,0.06,0.06,355,0.0192307692308,0,0,0
2017/12/23,11:21:41,25.19,25.19,24.94,25.81,14,16,64,45,0.09,0.05,0.06,0.06,355,0.0153846153846,0,0,0
2017/12/23,11:22:12,25.19,25.19,24.94,25.88,14,16,64,45,0.16,0.14,0.08,0.06,360,0.0615384615385,0,0,0
2017/12/23,11:22:43,25.19,25.19,24.88,25.81,14,15,64,45,0.07,0.05,0.14,0.06,360,0.0576923076923,0,0,0
2017/12/23,11:23:13,25.19,25.19,24.94,25.75,14,16,64,45,0.08,0.05,0.06,0.06,360,0.05,0,0,0
2017/12/23,11:23:44,25.19,25.19,24.88,25.81,14,16,64,45,0.08,0.05,0.06,0.05,360,0.0884615384615,0,0,0
2017/12/23,11:24:14,25.19,25.19,24.94,25.81,14,16,64,45,0.08,0.05,0.07,0.06,360,0.126923076923,0,0,0
2017/12/23,11:24:45,25.19,25.19,24.88,25.81,14,16,65,45,0.08,0.05,0.07,0.05,360,0.165384615385,0,0,0
2017/12/23,11:25:16,25.19,25.19,24.88,25.81,14,16,65,45,0.08,0.04,0.06,0.06,360,0.153846153846,0,0,0
2017/12/23,11:25:46,25.19,25.19,24.88,25.81,14,15,64,45,0.08,0.05,0.06,0.06,360,0.138461538462,0,0,0
2017/12/23,11:26:17,25.19,25.19,24.94,25.81,14,15,64,45,0.08,0.06,0.06,0.06,360,0.169230769231,0,0,0
2017/12/23,11:26:48,25.19,25.19,24.94,25.81,14,15,64,45,0.08,0.05,0.06,0.06,360,0.15,0,0,0
2017/12/23,11:27:18,25.19,25.19,24.88,25.81,14,16,63,45,0.08,0.05,0.06,0.06,360,0.126923076923,0,0,0
2017/12/23,11:27:49,25.19,25.19,24.88,25.81,14,15,63,45,0.08,0.05,0.06,0.06,360,0.1,0,0,0
2017/12/23,11:28:20,25.19,25.19,24.94,25.81,14,15,63,45,0.08,0.06,0.06,0.06,360,0.0692307692308,0,0,0
2017/12/23,11:28:50,25.19,25.19,24.94,25.81,14,16,64,45,0.07,0.06,0.06,0.06,360,0.0346153846154,0,0,0
2017/12/23,11:29:21,25.19,25.19,24.94,25.81,14,16,64,45,0.09,0.06,0.06,0.06,360,0.0461538461538,0,0,0
2017/12/23,11:29:51,25.19,25.19,24.94,25.81,14,16,65,45,0.09,0.05,0.07,0.07,360,0.0576923076923,0,0,0
2017/12/23,11:30:22,25.19,25.19,24.94,25.81,14,16,65,45,0.08,0.05,0.06,0.06,360,0.0692307692308,0,0,0
2017/12/23,11:30:53,25.19,25.19,24.88,25.88,14,16,64,45,0.08,0.05,0.07,0.06,360,0.0807692307692,0,0,0
2017/12/23,11:31:23,25.19,25.19,24.94,25.81,14,16,64,45,0.08,0.05,0.06,0.06,360,0.0923076923077,0,0,0
2017/12/23,11:31:54,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.06,0.07,0.06,360,0.103846153846,0,0,0
2017/12/23,11:32:25,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.05,0.06,0.06,355,0.0692307692308,0,0,0
2017/12/23,11:32:55,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.05,0.07,0.06,360,0.0846153846154,0,0,0
2017/12/23,11:33:26,25.19,25.19,24.94,25.88,14,16,65,46,0.08,0.05,0.07,0.06,360,0.05,0,0,0
2017/12/23,11:33:57,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.05,0.07,0.06,360,0.0115384615385,0,0,0
2017/12/23,11:34:27,25.19,25.19,24.94,25.81,14,16,65,45,0.08,0.05,0.06,0.05,355,-0.0769230769231,0,0,0
2017/12/23,11:34:58,25.19,25.19,24.94,25.81,14,16,64,45,0.08,0.05,0.06,0.07,360,-0.0692307692308,0,0,0
2017/12/23,11:35:28,25.19,25.19,24.94,25.81,14,15,63,45,0.08,0.05,0.07,0.07,360,-0.0615384615385,0,0,0
2017/12/23,11:35:59,25.19,25.19,24.94,25.88,14,15,62,45,0.08,0.05,0.07,0.05,360,-0.0538461538462,0,0,0
2017/12/23,11:36:30,25.19,25.19,24.94,25.81,14,15,62,44,0.07,0.05,0.07,0.07,360,-0.0461538461538,0,0,0
2017/12/23,11:37:00,25.19,25.19,24.94,25.81,14,15,63,45,0.09,0.05,0.06,0.06,360,-0.0384615384615,0,0,0
2017/12/23,11:37:31,25.19,25.19,24.94,25.88,14,15,62,44,0.08,0.06,0.06,0.07,360,-0.0307692307692,0,0,0
2017/12/23,11:38:02,25.19,25.19,24.94,25.81,14,15,62,44,0.09,0.05,0.06,0.06,360,-0.0230769230769,0,0,0
2017/12/23,11:38:32,25.19,25.19,24.94,25.88,14,15,62,44,0.08,0.05,0.06,0.06,360,-0.0153846153846,0,0,0
2017/12/23,11:39:03,25.19,25.19,25,25.88,14,16,63,45,0.08,0.05,0.06,0.06,360,-0.00769230769231,0,0,0
2017/12/23,11:39:34,25.19,25.19,24.94,25.81,14,16,64,45,0.08,0.05,0.05,0.06,360,1.53960232403E-18,0,0,0
2017/12/23,11:40:04,25.19,25.19,24.94,25.88,14,16,65,46,0.08,0.05,0.06,0.06,360,0.00769230769231,0,0,0
2017/12/23,11:40:35,25.19,25.19,24.94,25.81,14,16,65,46,0.08,0.06,0.06,0.06,360,0.0153846153846,0,0,0
2017/12/23,11:41:05,25.19,25.19,24.94,25.81,14,16,65,45,0.08,0.05,0.06,0.06,355,-0.0230769230769,0,0,0
2017/12/23,11:41:36,25.25,25.19,24.94,25.81,14,16,65,46,0.08,0.06,0.06,0.05,360,-0.0115384615385,0,0,0
2017/12/23,11:42:07,25.19,25.19,25,25.81,14,16,65,46,0.08,0.06,0.06,0.06,360,9.2376139442E-18,0,0,0
2017/12/23,11:42:37,25.19,25.19,25,25.81,14,16,65,46,0.08,0.05,0.06,0.07,355,-0.0346153846154,0,0,0
2017/12/23,11:43:08,25.25,25.19,24.94,25.88,14,16,65,46,0.08,0.05,0.06,0.06,355,-0.0653846153846,0,0,0
2017/12/23,11:43:39,25.19,25.19,25,25.81,14,16,65,46,0.07,0.06,0.06,0.06,360,-0.0461538461538,0,0,0
2017/12/23,11:44:09,25.19,25.19,24.94,25.81,14,17,65,46,0.08,0.05,0.06,0.07,360,-0.0269230769231,0,0,0
2017/12/23,11:44:40,25.25,25.25,25,25.75,14,17,65,47,0.08,0.06,0.07,0.06,360,-0.00769230769231,0,0,0
2017/12/23,11:45:11,25.25,25.25,25,25.81,14,16,66,47,0.08,0.06,0.06,0.06,355,-0.0846153846154,0,0,0
2017/12/23,11:46:12,25.19,25.19,25,25.88,14,16,64,45,0.08,0.05,0.07,0.06,360,-0.0653846153846,0,0,0
2017/12/23,11:46:42,25.25,25.19,25,25.88,14,16,64,45,0.08,0.05,0.06,0.06,360,-0.0461538461538,0,0,0
2017/12/23,11:47:13,25.19,25.19,25,25.88,14,16,64,45,0.08,0.05,0.06,0.06,355,-0.0730769230769,0,0,0
2017/12/23,11:47:44,25.19,25.25,25,25.88,14,15,63,45,0.08,0.05,0.06,0.06,360,-0.1,0,0,0
2017/12/23,11:48:14,25.25,25.19,25,25.81,14,15,62,45,0.07,0.05,0.07,0.06,360,-0.0807692307692,0,0,0
2017/12/23,11:48:45,25.19,25.25,25,25.88,13,15,61,44,0.24,0.23,0.19,0.06,360,-0.0615384615385,1,0,0
2017/12/23,11:49:16,25.19,25.25,25,25.88,93,31,63,45,0.52,0.54,0.42,0.14,360,-0.0423076923077,1,1,1
2017/12/23,11:49:46,25.25,25.31,24.94,25.81,108,34,64,45,1.19,0.41,0.48,0.34,360,-0.0230769230769,1,1,1
2017/12/23,11:50:17,25.25,25.31,25,25.88,115,35,65,46,1.18,0.33,0.24,0.2,360,-0.00384615384615,1,0,1
2017/12/23,11:50:48,25.31,25.31,25,25.81,119,35,64,45,0.16,0.09,0.2,0.12,360,0.0153846153846,1,0,1
2017/12/23,11:51:18,25.31,25.31,25,25.88,120,36,65,46,1.67,0.66,0.68,0.21,360,0.0346153846154,0,0,1
2017/12/23,11:51:49,25.31,25.25,24.94,25.81,122,36,68,48,0.59,0.14,0.15,0.09,360,0.0538461538462,0,0,1
2017/12/23,11:52:19,25.31,25.25,25,25.88,121,36,67,48,0.29,0.06,0.06,0.07,360,0.0730769230769,0,0,1
2017/12/23,11:52:50,25.31,25.25,25,25.81,123,37,68,49,0.08,0.06,0.07,0.06,360,0.0923076923077,0,0,1
2017/12/23,11:53:21,25.31,25.25,24.94,25.88,123,36,68,49,0.32,0.08,0.07,0.06,360,0.111538461538,0,0,1
2017/12/23,11:53:51,25.31,25.25,25,25.81,123,36,65,47,0.12,0.05,0.07,0.06,360,0.130769230769,0,0,1
2017/12/23,11:54:22,25.38,25.25,25,25.81,121,35,65,46,1.17,0.46,0.1,0.07,360,0.1,0,0,1
2017/12/23,11:54:53,25.38,25.25,25,25.81,122,35,64,45,0.66,0.15,0.35,0.19,360,0.115384615385,0,0,1
2017/12/23,11:55:23,25.38,25.25,25,25.81,122,36,65,47,0.35,0.19,0.09,0.07,360,0.130769230769,1,0,1
2017/12/23,11:55:54,25.38,25.25,25,25.81,121,36,65,47,0.99,0.19,0.35,0.12,360,0.0961538461538,1,0,1
2017/12/23,11:56:24,25.38,25.25,25,25.81,123,36,66,48,0.64,0.2,0.18,0.1,360,0.0576923076923,0,1,1
2017/12/23,11:56:55,25.38,25.25,25.06,25.88,123,36,68,49,0.24,0.07,0.19,0.15,360,0.0653846153846,0,1,1
2017/12/23,11:57:26,25.44,25.25,25,25.81,123,37,68,49,0.07,0.16,0.08,0.07,360,0.0730769230769,0,0,1
2017/12/23,11:57:56,25.38,25.25,25,25.88,123,36,67,48,0.75,0.17,0.18,0.13,360,0.0807692307692,1,0,1
2017/12/23,11:58:27,25.38,25.25,25,25.81,123,36,66,47,0.09,0.06,0.18,0.09,360,0.0384615384615,0,0,1
2017/12/23,11:58:58,25.44,25.25,25,25.81,123,36,65,46,0.31,0.08,0.08,0.07,360,0.0423076923077,1,0,1
2017/12/23,11:59:28,25.38,25.25,25,25.88,123,36,65,47,0.1,0.05,0.08,0.06,360,0.0461538461538,0,0,1
2017/12/23,11:59:59,25.44,25.25,25,25.88,123,36,65,46,0.08,0.06,0.07,0.06,360,0,1,0,1
2017/12/23,12:00:30,25.44,25.25,25,25.94,123,35,65,46,1.14,0.34,0.35,0.16,360,0,0,0,1
2017/12/23,12:01:00,25.44,25.25,25,25.88,122,35,63,45,0.27,0.08,0.07,0.06,360,0,0,0,1
2017/12/23,12:01:31,25.44,25.25,25.06,25.88,123,36,65,46,0.08,0.05,0.07,0.06,360,0,1,0,1
2017/12/23,12:02:01,25.44,25.25,25.06,25.88,122,35,64,46,0.9,0.25,0.05,0.06,360,0,0,0,1
2017/12/23,12:02:32,25.44,25.25,25.06,25.88,123,36,65,46,0.12,0.05,0.28,0.13,360,0,0,0,1
2017/12/23,12:03:03,25.44,25.25,25.06,25.88,123,36,65,47,1.12,0.44,0.44,0.24,360,0,1,0,1
2017/12/23,12:03:33,25.44,25.31,25.06,25.88,124,37,66,48,0.49,0.15,0.42,0.16,360,0,0,0,1
